test/reward_model_bad_vs_random_mean,test/reward_model_good_vs_random_mean,step,arch
78.60099792480469,41.08399963378906,0,rnn
78.26000213623047,42.32400131225586,16000,rnn
77.13500213623047,40.45299911499024,32000,rnn
78.23100280761719,42.65399932861328,48000,rnn
76.90299987792969,41.44599914550781,64000,rnn
76.08399963378906,41.125,80000,rnn
78.95500183105469,42.56100082397461,96000,rnn
79.9729995727539,41.38100051879883,112000,rnn
79.26799774169922,41.527000427246094,128000,rnn
78.74500274658203,41.869998931884766,144000,rnn
78.76000213623047,40.49800109863281,160000,rnn
79.35700225830078,42.749000549316406,176000,rnn
76.30899810791016,41.2509994506836,192000,rnn
76.95099639892578,41.7140007019043,208000,rnn
78.28099822998047,40.84099960327149,224000,rnn
77.427001953125,40.04499816894531,240000,rnn
78.7239990234375,39.21099853515625,256000,rnn
80.2020034790039,40.20000076293945,272000,rnn
79.58499908447266,40.7760009765625,288000,rnn
78.66300201416016,40.542999267578125,304000,rnn
80.0250015258789,40.249000549316406,320000,rnn
79.60900115966797,40.69200134277344,336000,rnn
81.06199645996094,41.43199920654297,352000,rnn
79.23699951171875,41.61399841308594,368000,rnn
79.3949966430664,42.02299880981445,384000,rnn
78.8270034790039,41.12200164794922,400000,rnn
79.63300323486328,42.22800064086914,416000,rnn
79.01499938964844,40.90700149536133,432000,rnn
79.13800048828125,41.50899887084961,448000,rnn
79.8219985961914,41.7130012512207,464000,rnn
80.8550033569336,41.24599838256836,480000,rnn
81.14700317382812,41.994998931884766,496000,rnn
79.5,41.13800048828125,512000,rnn
80.60600280761719,42.47800064086914,528000,rnn
80.4010009765625,42.52099990844727,544000,rnn
80.12100219726562,40.625,560000,rnn
79.89399719238281,41.178001403808594,576000,rnn
80.62699890136719,42.650001525878906,592000,rnn
81.24600219726562,42.68000030517578,608000,rnn
80.69999694824219,42.17399978637695,624000,rnn
80.37799835205078,41.97299957275391,640000,rnn
80.41899871826172,41.14699935913086,656000,rnn
79.95099639892578,41.53099822998047,672000,rnn
79.5979995727539,41.86899948120117,688000,rnn
80.70999908447266,42.345001220703125,704000,rnn
81.99199676513672,42.45299911499024,720000,rnn
81.46399688720703,41.52799987792969,736000,rnn
79.13300323486328,41.43000030517578,752000,rnn
79.35299682617188,41.26399993896485,768000,rnn
80.79900360107422,41.55899810791016,784000,rnn
80.38899993896484,41.06800079345703,800000,rnn
81.51100158691406,39.790000915527344,816000,rnn
81.06500244140625,40.47600173950195,832000,rnn
81.43800354003906,42.01599884033203,848000,rnn
81.60600280761719,41.79100036621094,864000,rnn
81.87000274658203,40.70899963378906,880000,rnn
82.21700286865234,40.86100006103516,896000,rnn
82.00900268554688,41.10599899291992,912000,rnn
80.56800079345703,40.63199996948242,928000,rnn
80.35600280761719,39.95600128173828,944000,rnn
82.0270004272461,40.60100173950195,960000,rnn
81.58200073242188,41.00199890136719,976000,rnn
80.81099700927734,39.86800003051758,992000,rnn
80.87999725341797,40.45100021362305,1008000,rnn
81.49800109863281,41.04800033569336,1024000,rnn
81.24099731445312,40.47200012207031,1040000,rnn
82.18900299072266,41.5099983215332,1056000,rnn
82.36900329589844,41.52099990844727,1072000,rnn
82.26799774169922,41.59400177001953,1088000,rnn
80.84600067138672,40.79999923706055,1104000,rnn
80.9800033569336,41.74800109863281,1120000,rnn
83.27100372314453,40.89699935913086,1136000,rnn
81.79000091552734,41.48699951171875,1152000,rnn
82.03700256347656,41.5260009765625,1168000,rnn
81.25700378417969,41.03099822998047,1184000,rnn
80.08799743652344,40.5359992980957,1200000,rnn
81.41500091552734,40.92599868774414,1216000,rnn
82.00499725341797,40.81499862670898,1232000,rnn
81.83399963378906,40.43000030517578,1248000,rnn
81.197998046875,40.512001037597656,1264000,rnn
82.18199920654297,40.542999267578125,1280000,rnn
82.64700317382812,39.79600143432617,1296000,rnn
81.14700317382812,39.70199966430664,1312000,rnn
80.31500244140625,39.88399887084961,1328000,rnn
80.45099639892578,40.34199905395508,1344000,rnn
81.00800323486328,39.7140007019043,1360000,rnn
81.73899841308594,40.49800109863281,1376000,rnn
81.12699890136719,40.2130012512207,1392000,rnn
82.76899719238281,40.46900177001953,1408000,rnn
81.71299743652344,39.9739990234375,1424000,rnn
82.5790023803711,42.132999420166016,1440000,rnn
81.69200134277344,41.75899887084961,1456000,rnn
81.99700164794922,41.23699951171875,1472000,rnn
81.0989990234375,41.38399887084961,1488000,rnn
81.51200103759766,41.32699966430664,1504000,rnn
81.83200073242188,41.32799911499024,1520000,rnn
80.83799743652344,40.51499938964844,1536000,rnn
81.77400207519531,42.7140007019043,1552000,rnn
81.16799926757812,42.02199935913086,1568000,rnn
82.61199951171875,41.86199951171875,1584000,rnn
82.4209976196289,42.7130012512207,1600000,rnn
81.83100128173828,43.12200164794922,1616000,rnn
81.19599914550781,42.33300018310547,1632000,rnn
81.7040023803711,41.70399856567383,1648000,rnn
81.73100280761719,41.821998596191406,1664000,rnn
82.08499908447266,40.03300094604492,1680000,rnn
81.9520034790039,40.74599838256836,1696000,rnn
80.57599639892578,40.08000183105469,1712000,rnn
81.9800033569336,40.62699890136719,1728000,rnn
81.5999984741211,41.50600051879883,1744000,rnn
83.4000015258789,42.47100067138672,1760000,rnn
82.16999816894531,41.382999420166016,1776000,rnn
81.54900360107422,42.00400161743164,1792000,rnn
81.48300170898438,41.79899978637695,1808000,rnn
81.15299987792969,40.99399948120117,1824000,rnn
81.44599914550781,42.08399963378906,1840000,rnn
81.47100067138672,42.66999816894531,1856000,rnn
82.13800048828125,41.71799850463867,1872000,rnn
82.5250015258789,42.34999847412109,1888000,rnn
82.47000122070312,41.560001373291016,1904000,rnn
83.18000030517578,41.81399917602539,1920000,rnn
82.81999969482422,40.52799987792969,1936000,rnn
82.14900207519531,41.93899917602539,1952000,rnn
82.45999908447266,41.82600021362305,1968000,rnn
82.31199645996094,41.720001220703125,1984000,rnn
82.41799926757812,41.64599990844727,2000000,rnn
82.31600189208984,41.0369987487793,2016000,rnn
81.51699829101562,41.07899856567383,2032000,rnn
80.1969985961914,40.98500061035156,2048000,rnn
81.19200134277344,41.047000885009766,2064000,rnn
82.16300201416016,41.99100112915039,2080000,rnn
82.7229995727539,41.40900039672852,2096000,rnn
82.88099670410156,43.00400161743164,2112000,rnn
83.30000305175781,41.64300155639648,2128000,rnn
83.29199981689453,40.9119987487793,2144000,rnn
82.51799774169922,41.09000015258789,2160000,rnn
82.43199920654297,41.44400024414063,2176000,rnn
82.35199737548828,41.53099822998047,2192000,rnn
82.39399719238281,41.26300048828125,2208000,rnn
81.96299743652344,41.43600082397461,2224000,rnn
82.0260009765625,41.28099822998047,2240000,rnn
82.71199798583984,42.6879997253418,2256000,rnn
82.35099792480469,41.6870002746582,2272000,rnn
81.65799713134766,41.91600036621094,2288000,rnn
82.69999694824219,42.23600006103516,2304000,rnn
82.05899810791016,42.172000885009766,2320000,rnn
82.6719970703125,42.084999084472656,2336000,rnn
83.0270004272461,41.470001220703125,2352000,rnn
83.31700134277344,41.834999084472656,2368000,rnn
82.97000122070312,41.65399932861328,2384000,rnn
82.53900146484375,42.03099822998047,2400000,rnn
80.93299865722656,41.8390007019043,2416000,rnn
81.97899627685547,41.56700134277344,2432000,rnn
82.21800231933594,41.29999923706055,2448000,rnn
82.92900085449219,40.99300003051758,2464000,rnn
82.78500366210938,41.22299957275391,2480000,rnn
81.41400146484375,41.01800155639648,2496000,rnn
82.38700103759766,41.00199890136719,2512000,rnn
83.38099670410156,41.7859992980957,2528000,rnn
81.41600036621094,42.04399871826172,2544000,rnn
82.7249984741211,42.18399810791016,2560000,rnn
82.43499755859375,42.595001220703125,2576000,rnn
83.6709976196289,41.3759994506836,2592000,rnn
84.04199981689453,41.6150016784668,2608000,rnn
82.0989990234375,41.130001068115234,2624000,rnn
83.09600067138672,41.516998291015625,2640000,rnn
83.55899810791016,42.34199905395508,2656000,rnn
